File Name: not saved
Channel 1: 'IndexForce', 59840 values, raw ADC, no filters.
Channel 2: 'ThumbForce', 59840 values, raw ADC, no filters.
Channel 3: 'dial', 59840 values, raw ADC, no filters.
Channel 4: 'FDI_EMG', 59840 values, raw ADC, no filters.
Channel 5: 'APB_EMG', 59840 values, raw ADC, no filters.
Channel 6: 'EMG EIP', 59840 values, raw ADC, no filters.
Channel 7: 'EMG 7', 59840 values, raw ADC, no filters.

-810	-924	390	-992	30	67	59
-810	-924	390	-1037	195	7	22
-810	-924	393	368	569	-56	12
-810	-924	390	697	752	-109	-11
-810	-924	394	718	383	-24	-12
-809	-923	390	517	-828	54	42
-810	-923	390	753	-1443	43	45
-810	-925	390	777	-283	23	179
-810	-924	390	557	86	-68	283
-810	-924	390	100	-15	9	103
-810	-924	394	-1213	137	160	-104
-811	-923	390	-1074	-160	174	-100
-810	-923	390	-502	-143	92	-7
-810	-924	390	667	-126	-49	150
-810	-924	390	929	-44	-48	36
-810	-925	392	-140	90	119	-193
-810	-923	390	-471	343	211	-75
-810	-924	390	-355	528	269	18
-810	-924	393	-144	476	380	-14
-811	-924	390	-46	343	334	27
-810	-924	390	11	262	62	104
-810	-924	394	-178	110	-175	116
-809	-924	390	-297	-81	-404	139
-810	-925	395	-520	-168	-376	125
-811	-923	390	-602	-150	-42	166
-809	-924	390	-29	70	90	277
-810	-924	390	444	143	2	174
-810	-924	394	939	185	-202	72
-809	-924	390	827	24	-365	-64
-811	-924	394	-89	-143	-291	-137
-810	-924	390	-278	-240	-97	-42
-811	-923	390	432	-222	24	-21
-809	-924	390	540	103	8	-46
-810	-925	390	-123	205	25	-185
-810	-923	390	-937	196	118	-141
-810	-924	390	-847	151	160	-25
-810	-924	390	49	115	82	-12
-810	-923	390	-1289	20	96	54
-810	-923	394	-1783	-28	192	79
-810	-924	390	-1074	-45	234	103
-810	-924	390	-355	-131	362	101
-810	-924	390	1558	-87	355	159
-810	-923	390	1849	-89	290	235
-809	-924	390	1058	-111	159	193
-810	-923	390	-30	-102	-194	170
-809	-924	390	-87	9	-353	196
-810	-924	390	-149	88	-252	100
-810	-924	390	-471	57	-212	-6
-810	-924	390	-193	274	-211	126
-810	-924	395	-23	353	-208	90
-810	-924	390	812	-121	-322	-60
-810	-924	390	1336	-344	-128	-24
-811	-923	390	1055	8	107	-39
-809	-924	393	807	401	136	-122
-810	-923	390	340	655	183	-102
-810	-924	394	-61	577	125	89
-810	-924	390	-186	-287	101	144
-809	-923	390	-787	-1320	23	120
-809	-924	390	-318	-683	60	47
-810	-923	390	55	11	138	-20
-809	-925	390	-131	-191	144	25
-810	-923	390	-621	64	101	47
-810	-923	390	-944	-40	50	47
-811	-923	390	-359	30	85	14
-810	-924	390	81	61	50	46
-810	-923	390	472	28	54	49
-810	-924	390	144	163	23	118
-810	-923	390	288	28	0	169
-810	-924	390	486	-30	-35	-16
