File Name: not saved
Channel 1: 'IndexForce', 14790 values, raw ADC, no filters.
Channel 2: 'ThumbForce', 14790 values, raw ADC, no filters.
Channel 3: 'dial', 14790 values, raw ADC, no filters.
Channel 4: 'FDI_EMG', 14790 values, raw ADC, no filters.
Channel 5: 'APB_EMG', 14790 values, raw ADC, no filters.
Channel 6: 'EMG EIP', 14790 values, raw ADC, no filters.
Channel 7: 'EMG 7', 14790 values, raw ADC, no filters.

-810	-924	390	7	12	53	-65
-810	-924	394	-8	12	43	-65
-810	-924	393	13	16	7	-52
-810	-924	392	7	17	-43	-57
-811	-924	390	12	13	-31	-41
-810	-925	390	15	17	-10	-39
-810	-925	393	4	10	-9	-43
-811	-923	393	12	11	16	-36
-811	-924	390	3	22	16	-41
-811	-924	390	-3	11	27	-26
-810	-924	390	18	18	40	-32
-811	-924	395	6	14	32	-3
-811	-924	390	-8	15	39	21
-810	-923	390	35	26	65	49
-811	-923	390	48	16	80	19
-810	-924	390	28	22	64	-6
-810	-923	390	18	23	-5	-16
-811	-923	390	23	22	-46	-22
-810	-924	390	28	21	-17	0
-811	-924	390	33	18	26	8
-811	-923	390	43	22	53	2
-810	-925	394	51	22	39	-31
-812	-924	390	14	15	1	-47
-811	-924	390	-49	6	-38	-31
-811	-924	390	-44	13	33	63
-811	-924	390	5	14	40	132
-809	-924	393	-10	9	1	8
-810	-924	390	3	13	23	-132
-811	-924	390	22	15	5	-65
-811	-924	390	17	17	48	176
-810	-924	390	31	19	61	283
-810	-925	390	25	24	69	147
-810	-924	392	23	21	26	26
-810	-924	394	12	17	14	-49
-810	-924	390	17	15	34	-50
-811	-923	390	16	13	-20	110
-811	-924	390	15	19	-31	-14
-810	-924	390	-3	10	-64	-49
-810	-924	390	-8	10	-47	1
-810	-924	390	23	17	-25	-40
-810	-923	390	36	18	-28	13
-810	-924	390	23	16	-24	-3
-810	-924	390	9	15	-47	12
-811	-924	390	16	17	-39	-1
-810	-924	390	9	14	5	-41
-811	-923	390	27	21	34	-133
-811	-925	390	28	21	73	-82
-811	-923	390	13	19	153	0
-811	-924	390	5	15	114	70
-809	-924	390	2	11	58	192
-810	-924	390	25	19	63	62
